transaccion;url_transaccion;fecha_creacion;primer_idcambiotabla;total_cambios;fecha_insercion;fecha_actualizacion;fecha_confirmacion
9.18.1110402;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.18.1110402;2022-07-21 09:58:12.0;66021832;1;2022-07-21 10:05:47.0;2022-07-21 10:05:50.0;2022-07-21 10:05:48.0
10.7.1118592;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.7.1118592;2022-07-21 09:58:14.0;66021834;2;2022-07-21 10:05:47.0;2022-07-21 10:05:50.0;2022-07-21 10:05:48.0
10.9.1121543;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.9.1121543;2022-07-21 10:02:12.0;66021837;3;2022-07-21 10:05:47.0;2022-07-21 10:05:50.0;2022-07-21 10:05:48.0
4.7.1111916;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.7.1111916;2022-07-21 10:02:12.0;66021836;1;2022-07-21 10:05:47.0;2022-07-21 10:05:50.0;2022-07-21 10:05:48.0
7.26.1075690;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.26.1075690;2022-07-21 10:03:26.0;66021840;1;2022-07-21 10:10:19.0;2022-07-21 10:10:20.0;2022-07-21 10:10:19.0
3.37.1110394;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.37.1110394;2022-07-21 10:04:59.0;66021841;1;2022-07-21 10:10:19.0;2022-07-21 10:10:20.0;2022-07-21 10:10:19.0
9.3.1111196;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.3.1111196;2022-07-21 10:07:58.0;66021842;9;2022-07-21 10:15:21.0;2022-07-21 10:15:28.0;2022-07-21 10:15:21.0
4.41.1112765;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.41.1112765;2022-07-21 10:07:59.0;66021851;116;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:21.0
2.17.1097843;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.17.1097843;2022-07-21 10:08:01.0;66022083;116;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:22.0
6.41.955717;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.41.955717;2022-07-21 10:08:01.0;66021967;116;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:22.0
9.13.1110582;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.13.1110582;2022-07-21 10:08:02.0;66022199;2;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:22.0
1.34.973199;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.34.973199;2022-07-21 10:08:03.0;66022202;2;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:22.0
4.5.1112479;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.5.1112479;2022-07-21 10:08:03.0;66022201;1;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:22.0
6.28.955714;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.28.955714;2022-07-21 10:12:00.0;66022204;2;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:22.0
5.43.1101240;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.43.1101240;2022-07-21 10:12:58.0;66022208;1;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:23.0
5.12.1101530;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.12.1101530;2022-07-21 10:12:58.0;66022206;2;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:22.0
2.30.1097933;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.30.1097933;2022-07-21 10:13:00.0;66022210;1;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:23.0
2.46.1097923;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.46.1097923;2022-07-21 10:13:00.0;66022209;1;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:23.0
7.47.1076591;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.47.1076591;2022-07-21 10:13:00.0;66022211;10;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:23.0
8.0.1116243;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.0.1116243;2022-07-21 10:13:01.0;66022227;1;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:23.0
8.11.1116611;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.11.1116611;2022-07-21 10:13:01.0;66022228;9;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:23.0
3.44.1110489;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.44.1110489;2022-07-21 10:13:01.0;66022221;6;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:23.0
3.16.1109980;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.16.1109980;2022-07-21 10:13:02.0;66022237;28;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:24.0
10.39.1121178;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.39.1121178;2022-07-21 10:13:03.0;66022265;117;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:24.0
6.7.955253;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.7.955253;2022-07-21 10:13:04.0;66022382;1;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:24.0
2.26.1097854;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.26.1097854;2022-07-21 10:13:05.0;66022383;117;2022-07-21 10:15:21.0;2022-07-21 10:15:29.0;2022-07-21 10:15:24.0
5.20.1100396;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.20.1100396;2022-07-21 10:17:58.0;66022500;117;2022-07-21 10:20:20.0;2022-07-21 10:20:20.0;2022-07-21 10:20:20.0
2.28.1097673;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.28.1097673;2022-07-21 10:17:59.0;66022617;3;2022-07-21 10:20:20.0;2022-07-21 10:20:20.0;2022-07-21 10:20:20.0
4.29.1112783;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.29.1112783;2022-07-21 10:17:59.0;66022618;5;2022-07-21 10:20:20.0;2022-07-21 10:20:20.0;2022-07-21 10:20:20.0
2.21.1097817;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.21.1097817;2022-07-21 10:22:58.0;66022748;15;2022-07-21 10:25:17.0;2022-07-21 10:25:19.0;2022-07-21 10:25:17.0
2.34.1097675;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.34.1097675;2022-07-21 10:22:58.0;66022631;116;2022-07-21 10:25:17.0;2022-07-21 10:25:19.0;2022-07-21 10:25:17.0
7.20.1076758;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.20.1076758;2022-07-21 10:22:58.0;66022747;1;2022-07-21 10:25:17.0;2022-07-21 10:25:19.0;2022-07-21 10:25:17.0
7.7.1076251;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.7.1076251;2022-07-21 10:22:58.0;66022625;6;2022-07-21 10:25:17.0;2022-07-21 10:25:19.0;2022-07-21 10:25:17.0
9.28.1110279;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.28.1110279;2022-07-21 10:23:59.0;66022763;2;2022-07-21 10:30:20.0;2022-07-21 10:30:24.0;2022-07-21 10:30:20.0
2.23.1095370;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.23.1095370;2022-07-21 10:25:59.0;66022765;7;2022-07-21 10:30:20.0;2022-07-21 10:30:24.0;2022-07-21 10:30:20.0
6.34.955574;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.34.955574;2022-07-21 10:27:58.0;66022772;1;2022-07-21 10:30:20.0;2022-07-21 10:30:24.0;2022-07-21 10:30:20.0
5.43.1101245;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.43.1101245;2022-07-21 10:27:59.0;66022783;116;2022-07-21 10:30:20.0;2022-07-21 10:30:24.0;2022-07-21 10:30:21.0
10.34.1120442;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.34.1120442;2022-07-21 10:27:59.0;66022775;8;2022-07-21 10:30:20.0;2022-07-21 10:30:24.0;2022-07-21 10:30:21.0
4.14.1112369;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.14.1112369;2022-07-21 10:27:59.0;66022773;2;2022-07-21 10:30:20.0;2022-07-21 10:30:24.0;2022-07-21 10:30:21.0
6.47.955531;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.47.955531;2022-07-21 10:28:00.0;66022899;1;2022-07-21 10:30:20.0;2022-07-21 10:30:24.0;2022-07-21 10:30:21.0
4.43.1112415;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.43.1112415;2022-07-21 10:29:00.0;66022900;2;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:19.0
2.19.1097797;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.19.1097797;2022-07-21 10:32:58.0;66022902;8;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:19.0
9.42.1108952;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.42.1108952;2022-07-21 10:32:58.0;66022910;124;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:19.0
9.47.1110392;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.47.1110392;2022-07-21 10:32:58.0;66023034;6;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:20.0
5.33.1101887;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.33.1101887;2022-07-21 10:33:01.0;66023040;124;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:20.0
10.26.1119919;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.26.1119919;2022-07-21 10:33:02.0;66023288;124;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:20.0
6.22.955491;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.22.955491;2022-07-21 10:33:02.0;66023164;124;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:20.0
5.47.1101917;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.47.1101917;2022-07-21 10:33:03.0;66023412;1;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:20.0
7.17.1076866;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.17.1076866;2022-07-21 10:33:04.0;66023414;1;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:21.0
1.24.973359;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.24.973359;2022-07-21 10:33:04.0;66023413;1;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:20.0
2.5.1097486;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.5.1097486;2022-07-21 10:33:04.0;66023415;1;2022-07-21 10:35:19.0;2022-07-21 10:35:24.0;2022-07-21 10:35:21.0
7.47.1076593;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.47.1076593;2022-07-21 10:33:59.0;66023416;1;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:21.0
3.0.1110694;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.0.1110694;2022-07-21 10:34:59.0;66023417;10;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:21.0
4.17.1112289;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.17.1112289;2022-07-21 10:37:58.0;66023427;2;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:21.0
8.13.1115012;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.13.1115012;2022-07-21 10:38:00.0;66023429;3;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:21.0
5.4.1101754;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.4.1101754;2022-07-21 10:38:01.0;66023434;1;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:22.0
10.31.1120999;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.31.1120999;2022-07-21 10:38:01.0;66023432;2;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:21.0
10.6.1121669;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.6.1121669;2022-07-21 10:38:01.0;66023435;2;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:22.0
5.26.1101715;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.26.1101715;2022-07-21 10:38:01.0;66023437;6;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:22.0
1.25.973124;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.25.973124;2022-07-21 10:38:02.0;66023443;2;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:22.0
1.35.972888;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.35.972888;2022-07-21 10:38:02.0;66023445;2;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:22.0
1.44.973421;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.44.973421;2022-07-21 10:38:02.0;66023447;4;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:22.0
1.47.973353;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.47.973353;2022-07-21 10:38:02.0;66023451;1;2022-07-21 10:40:21.0;2022-07-21 10:40:24.0;2022-07-21 10:40:22.0
1.36.973245;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.36.973245;2022-07-21 10:40:59.0;66023452;2;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:18.0
2.2.1097631;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.2.1097631;2022-07-21 10:40:59.0;66023454;1;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:18.0
10.19.1120856;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.19.1120856;2022-07-21 10:42:58.0;66023461;2;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:18.0
10.20.1121135;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.20.1121135;2022-07-21 10:42:58.0;66023464;3;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:19.0
2.24.1097718;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.24.1097718;2022-07-21 10:42:58.0;66023455;6;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:18.0
5.11.1101991;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.11.1101991;2022-07-21 10:42:58.0;66023463;1;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:18.0
4.40.1112234;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.40.1112234;2022-07-21 10:42:59.0;66023467;1;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:19.0
9.8.1109261;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.8.1109261;2022-07-21 10:42:59.0;66023468;1;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:19.0
4.19.1112619;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.19.1112619;2022-07-21 10:43:00.0;66023469;2;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:19.0
5.28.1101452;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.28.1101452;2022-07-21 10:43:00.0;66023471;2;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:19.0
10.14.1121351;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.14.1121351;2022-07-21 10:43:01.0;66023473;3;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:19.0
6.34.955579;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.34.955579;2022-07-21 10:43:01.0;66023476;1;2022-07-21 10:45:18.0;2022-07-21 10:45:21.0;2022-07-21 10:45:19.0
8.17.1116353;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.17.1116353;2022-07-21 10:45:59.0;66023477;1;2022-07-21 10:50:28.0;2022-07-21 10:50:29.0;2022-07-21 10:50:28.0
2.39.1097459;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.39.1097459;2022-07-21 10:47:58.0;66023478;15;2022-07-21 10:50:28.0;2022-07-21 10:50:29.0;2022-07-21 10:50:28.0
4.17.1112290;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.17.1112290;2022-07-21 10:47:58.0;66023484;7;2022-07-21 10:50:28.0;2022-07-21 10:50:29.0;2022-07-21 10:50:28.0
6.22.955492;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.22.955492;2022-07-21 10:48:00.0;66023499;2;2022-07-21 10:50:28.0;2022-07-21 10:50:29.0;2022-07-21 10:50:28.0
3.11.1110243;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.11.1110243;2022-07-21 10:48:01.0;66023502;3;2022-07-21 10:50:28.0;2022-07-21 10:50:29.0;2022-07-21 10:50:28.0
3.45.1110464;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.45.1110464;2022-07-21 10:52:58.0;66023507;4;2022-07-21 10:55:24.0;2022-07-21 10:55:28.0;2022-07-21 10:55:25.0
5.2.1101945;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.2.1101945;2022-07-21 10:52:58.0;66023505;2;2022-07-21 10:55:24.0;2022-07-21 10:55:28.0;2022-07-21 10:55:24.0
8.20.1113105;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.20.1113105;2022-07-21 10:52:58.0;66023627;116;2022-07-21 10:55:24.0;2022-07-21 10:55:28.0;2022-07-21 10:55:25.0
8.26.1116635;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.26.1116635;2022-07-21 10:52:58.0;66023511;116;2022-07-21 10:55:24.0;2022-07-21 10:55:28.0;2022-07-21 10:55:25.0
8.42.1116125;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.42.1116125;2022-07-21 10:52:58.0;66023743;5;2022-07-21 10:55:24.0;2022-07-21 10:55:28.0;2022-07-21 10:55:25.0
9.10.1109769;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.10.1109769;2022-07-21 10:52:59.0;66023752;1;2022-07-21 10:55:24.0;2022-07-21 10:55:28.0;2022-07-21 10:55:25.0
4.34.1112724;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.34.1112724;2022-07-21 10:52:59.0;66023751;1;2022-07-21 10:55:24.0;2022-07-21 10:55:28.0;2022-07-21 10:55:25.0
4.41.1112769;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.41.1112769;2022-07-21 10:52:59.0;66023748;3;2022-07-21 10:55:24.0;2022-07-21 10:55:28.0;2022-07-21 10:55:25.0
6.34.955580;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.34.955580;2022-07-21 10:54:59.0;66023753;1;2022-07-21 11:00:26.0;2022-07-21 11:00:27.0;2022-07-21 11:00:26.0
9.18.1110412;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.18.1110412;2022-07-21 10:57:58.0;66023754;1;2022-07-21 11:00:26.0;2022-07-21 11:00:27.0;2022-07-21 11:00:26.0
9.22.1111072;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.22.1111072;2022-07-21 10:57:58.0;66023755;1;2022-07-21 11:00:26.0;2022-07-21 11:00:27.0;2022-07-21 11:00:26.0
4.27.1112891;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.27.1112891;2022-07-21 10:57:58.0;66023756;2;2022-07-21 11:00:26.0;2022-07-21 11:00:27.0;2022-07-21 11:00:26.0
2.25.1097672;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.25.1097672;2022-07-21 11:00:59.0;66023758;1;2022-07-21 11:05:49.0;2022-07-21 11:05:51.0;2022-07-21 11:05:49.0
7.35.1076292;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.35.1076292;2022-07-21 11:01:59.0;66023759;2;2022-07-21 11:05:49.0;2022-07-21 11:05:51.0;2022-07-21 11:05:49.0
5.6.1101861;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.6.1101861;2022-07-21 11:02:58.0;66023762;2;2022-07-21 11:05:49.0;2022-07-21 11:05:51.0;2022-07-21 11:05:49.0
5.20.1100407;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.20.1100407;2022-07-21 11:02:58.0;66023761;1;2022-07-21 11:05:49.0;2022-07-21 11:05:51.0;2022-07-21 11:05:49.0
1.29.972949;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.29.972949;2022-07-21 11:02:59.0;66023764;1;2022-07-21 11:05:49.0;2022-07-21 11:05:51.0;2022-07-21 11:05:49.0
2.7.1097687;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.7.1097687;2022-07-21 11:03:00.0;66023765;2;2022-07-21 11:05:49.0;2022-07-21 11:05:51.0;2022-07-21 11:05:49.0
7.21.1076938;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.21.1076938;2022-07-21 11:04:59.0;66023767;1;2022-07-21 11:10:29.0;2022-07-21 11:10:32.0;2022-07-21 11:10:29.0
3.20.1110912;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.20.1110912;2022-07-21 11:06:59.0;66023768;1;2022-07-21 11:10:29.0;2022-07-21 11:10:32.0;2022-07-21 11:10:29.0
6.47.955538;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.47.955538;2022-07-21 11:07:58.0;66023769;2;2022-07-21 11:10:29.0;2022-07-21 11:10:32.0;2022-07-21 11:10:29.0
4.12.1112397;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.12.1112397;2022-07-21 11:08:00.0;66023771;1;2022-07-21 11:10:29.0;2022-07-21 11:10:32.0;2022-07-21 11:10:29.0
4.39.1112748;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.39.1112748;2022-07-21 11:08:00.0;66023772;116;2022-07-21 11:10:29.0;2022-07-21 11:10:32.0;2022-07-21 11:10:30.0
10.34.1120449;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.34.1120449;2022-07-21 11:08:03.0;66023888;4;2022-07-21 11:10:29.0;2022-07-21 11:10:32.0;2022-07-21 11:10:30.0
8.34.1116574;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.34.1116574;2022-07-21 11:08:04.0;66023892;1;2022-07-21 11:10:29.0;2022-07-21 11:10:32.0;2022-07-21 11:10:30.0
